policy_id,hotel_id,child_policy,pet_policy,extra_bed_policy,extra_bed_charge,extra_bed_currency,payment_methods,airport_pickup,early_checkin_possible,accessibility_notes,updated_at
hpo_83dbba9c,htl_56eca5af,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.","One extra bed per room, chargeable.",,,"upi,wallet",0,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_2beb1bdc,htl_436b30f2,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.",No extra beds available.,,,"upi,wallet,card",0,0,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_d196d162,htl_856e726b,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,No extra beds available.,790.00,INR,"upi,wallet,netbanking,card",0,0,,2026-08-18T10:00:00+05:30
hpo_da101e9e,htl_8af8dc5e,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.","One extra bed per room, chargeable.",2445.00,INR,"wallet,netbanking,upi,card",1,0,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_8515236c,htl_a4e3bbe6,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,"One extra bed per room, chargeable.",2520.00,INR,"wallet,netbanking,upi,card",1,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_2e6c2170,htl_601e876f,"Children of all ages welcome. One child under 5 free per room, cot on request.",Pets are not permitted.,No extra beds available.,2273.00,INR,"netbanking,wallet,card",0,0,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_8230e3e0,htl_4374ecd9,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Pets are not permitted.,No extra beds available.,1942.00,INR,"netbanking,upi,wallet",1,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_4e443f0d,htl_33ef8894,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,"One extra bed per room, chargeable.",2400.00,INR,"card,wallet",0,0,,2026-08-18T10:00:00+05:30
hpo_d6b4357f,htl_2cbf2c51,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,Extra beds available in suites only.,,,"netbanking,wallet,card",0,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_7b4ebda8,htl_134fd9ab,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,,,"card,netbanking,wallet",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_88a0639b,htl_33095d0f,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Pets are not permitted.,Extra beds available in suites only.,595.00,INR,"upi,card,wallet",1,0,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_e05edf8a,htl_6cf4a14b,"Children of all ages welcome. One child under 5 free per room, cot on request.",Pets are not permitted.,No extra beds available.,,,"card,netbanking,upi,wallet",0,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_1e0c6c02,htl_c5416060,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,"One extra bed per room, chargeable.",546.00,INR,"wallet,upi,netbanking,card",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_3434cb7e,htl_886263e9,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,"One extra bed per room, chargeable.",,,"wallet,netbanking,upi,card",0,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_292ff773,htl_29ab8d35,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,,,"wallet,netbanking,upi",1,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_8387c28d,htl_2794421e,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,"One extra bed per room, chargeable.",1463.00,INR,"wallet,upi",1,0,,2026-08-18T10:00:00+05:30
hpo_c852fe29,htl_c1021bb3,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.","One extra bed per room, chargeable.",1622.00,INR,"upi,card,wallet,netbanking",1,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_000cd4d8,htl_f8bfa434,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,No extra beds available.,,,"wallet,netbanking",0,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_ba205913,htl_a8390357,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,"One extra bed per room, chargeable.",,,"upi,netbanking,card,wallet",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_067cd303,htl_c3b644f4,"Children of all ages welcome. One child under 5 free per room, cot on request.",Pets are not permitted.,"One extra bed per room, chargeable.",,,"upi,card",0,1,,2026-08-18T10:00:00+05:30
hpo_0f7a37b4,htl_eb7ff223,"Children of all ages welcome. One child under 5 free per room, cot on request.",Pets are not permitted.,No extra beds available.,696.00,INR,"upi,card,wallet",0,0,,2026-08-18T10:00:00+05:30
hpo_58cf248b,htl_8d39efd7,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.",No extra beds available.,1444.00,INR,"wallet,upi,netbanking,card",0,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_8b0070ab,htl_7c198d6d,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,739.00,INR,"upi,card",0,1,,2026-08-18T10:00:00+05:30
hpo_f5705e8a,htl_66ddcad3,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,Extra beds available in suites only.,,,"wallet,card",1,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_c2eea53e,htl_15d2dc78,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Pets are not permitted.,Extra beds available in suites only.,730.00,INR,"wallet,netbanking,upi,card",1,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_bf25db0e,htl_5204cc3f,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.","One extra bed per room, chargeable.",2519.00,INR,"netbanking,wallet,upi,card",0,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_ef8e3e67,htl_9ce8d068,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.",No extra beds available.,,,"card,upi,netbanking",0,0,,2026-08-18T10:00:00+05:30
hpo_5335b7e8,htl_f7f9a831,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.",No extra beds available.,2160.00,INR,"upi,netbanking,card,wallet",1,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_c40fcc92,htl_02bb587c,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Pets are not permitted.,"One extra bed per room, chargeable.",505.00,INR,"card,upi,wallet",1,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_12ff741c,htl_fe5eb48a,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,Extra beds available in suites only.,1257.00,LKR,"wallet,upi,card",0,1,,2026-08-18T10:00:00+05:30
hpo_05ca84cd,htl_0c78227f,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,,,"card,netbanking,wallet",0,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_76a9c9f3,htl_81469f7e,"Children of all ages welcome. One child under 5 free per room, cot on request.",Pets are not permitted.,Extra beds available in suites only.,810.00,LKR,"wallet,upi,card",0,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_ed39ddc9,htl_4ad0f6f7,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,1398.00,LKR,"netbanking,wallet,card,upi",0,0,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_fe7bbd63,htl_926da217,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,1070.00,LKR,"wallet,upi,card",0,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_4f295ba8,htl_5e432970,"Children of all ages welcome. One child under 5 free per room, cot on request.",Pets are not permitted.,"One extra bed per room, chargeable.",,,"wallet,netbanking,upi,card",1,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_38756c6d,htl_c8c81865,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,1221.00,LKR,"card,netbanking,wallet",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_d4fabbed,htl_742928a2,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,1861.00,LKR,"upi,card,wallet",1,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_6f218f67,htl_472830e6,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,"One extra bed per room, chargeable.",1744.00,LKR,"card,netbanking",1,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_6200dc1a,htl_de3e4a9f,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Pets are not permitted.,"One extra bed per room, chargeable.",1681.00,LKR,"upi,netbanking",0,0,,2026-08-18T10:00:00+05:30
hpo_03a53d05,htl_bd6ac349,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,"Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,1338.00,NPR,"netbanking,wallet,card",0,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_3296ceaa,htl_b88b0c27,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Pets are not permitted.,"One extra bed per room, chargeable.",1060.00,NPR,"netbanking,wallet",1,0,,2026-08-18T10:00:00+05:30
hpo_7aa430ec,htl_26fee559,"Children of all ages welcome. One child under 5 free per room, cot on request.",Pets are not permitted.,No extra beds available.,1893.00,NPR,"upi,card,netbanking,wallet",1,0,,2026-08-18T10:00:00+05:30
hpo_2914bd60,htl_c8756032,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,,,"wallet,netbanking",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_597a1d20,htl_fa8543cb,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,"One extra bed per room, chargeable.",919.00,NPR,"netbanking,wallet,card",0,0,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_b7222ca5,htl_285912dc,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,1189.00,NPR,"wallet,netbanking,upi",0,0,,2026-08-18T10:00:00+05:30
hpo_98288f12,htl_24e39565,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Pets are not permitted.,Extra beds available in suites only.,2439.00,NPR,"wallet,upi,netbanking",0,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_11bff6f3,htl_be3b648f,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,Extra beds available in suites only.,,,"upi,netbanking",0,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_01d989e4,htl_67190be7,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,No extra beds available.,2119.00,NPR,"card,upi",0,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_709a3c5c,htl_afcb3490,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,1122.00,NPR,"wallet,upi",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_5d31e9f2,htl_c91a804e,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,,,"wallet,netbanking,upi",1,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_ecba563f,htl_6eff866f,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,,,"netbanking,wallet,card,upi",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_b75f7406,htl_81c1c288,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.","One extra bed per room, chargeable.",662.00,BTN,"netbanking,card,wallet,upi",1,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_bfce096e,htl_d73d2dd8,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.","One extra bed per room, chargeable.",1262.00,BTN,"wallet,card,upi",0,0,,2026-08-18T10:00:00+05:30
hpo_db34fe70,htl_25fd9c00,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,1880.00,BTN,"wallet,netbanking",0,1,,2026-08-18T10:00:00+05:30
hpo_debafe66,htl_15b1ea5e,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,2570.00,MVR,"wallet,netbanking",0,0,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_0553b2ab,htl_2a2ca88d,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,No extra beds available.,1773.00,MVR,"netbanking,wallet",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_afb51707,htl_98896cce,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,"One extra bed per room, chargeable.",,,"wallet,card,netbanking,upi",1,1,,2026-08-18T10:00:00+05:30
hpo_f86c386b,htl_a143dbb9,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.",No extra beds available.,1209.00,MVR,"card,netbanking,upi,wallet",1,1,,2026-08-18T10:00:00+05:30
hpo_2ce59359,htl_0cf91d4d,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,"One extra bed per room, chargeable.",1813.00,MVR,"upi,card",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_441db7f6,htl_12e2327a,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,1083.00,AED,"netbanking,wallet,upi",0,0,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_6f046675,htl_a26dc64e,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,Extra beds available in suites only.,1545.00,AED,"wallet,upi,card",1,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_6d309774,htl_17ac7c07,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,No extra beds available.,934.00,AED,"card,netbanking",0,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_fbc6612b,htl_f9f0bde3,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.",No extra beds available.,2256.00,AED,"upi,wallet,netbanking,card",0,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_04f56184,htl_abfe8a53,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,"One extra bed per room, chargeable.",,,"wallet,card,netbanking",1,0,,2026-08-18T10:00:00+05:30
hpo_a60e58b7,htl_29faa3d7,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.","One extra bed per room, chargeable.",2040.00,AED,"card,upi",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_20aacfba,htl_19193f4f,"Children of all ages welcome. One child under 5 free per room, cot on request.",Pets are not permitted.,Extra beds available in suites only.,,,"card,upi,wallet",1,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_3e578227,htl_885db404,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,"Pet friendly throughout, including the restaurant terrace.",No extra beds available.,1919.00,AED,"wallet,netbanking",1,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_9ade80ff,htl_58292b84,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,1465.00,AED,"upi,card,netbanking,wallet",1,0,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_71c65fba,htl_ace6d341,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,1038.00,AED,"card,netbanking,wallet,upi",1,1,,2026-08-18T10:00:00+05:30
hpo_0ec25cb6,htl_1723889f,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,No extra beds available.,1346.00,QAR,"wallet,card",1,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_77641e6f,htl_94be8798,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,No extra beds available.,896.00,QAR,"card,wallet",1,0,,2026-08-18T10:00:00+05:30
hpo_668dc276,htl_986e57e9,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,1319.00,QAR,"netbanking,wallet,upi",1,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_f861e261,htl_bbafa1bd,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,2330.00,QAR,"wallet,upi",1,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_372d9baf,htl_dabb8548,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.",Extra beds available in suites only.,,,"wallet,card,upi",0,1,,2026-08-18T10:00:00+05:30
hpo_db5cea3f,htl_6ae380cf,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,"One extra bed per room, chargeable.",,,"card,upi,wallet,netbanking",0,1,,2026-08-18T10:00:00+05:30
hpo_27b174e3,htl_521bb81f,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Pets are not permitted.,"One extra bed per room, chargeable.",930.00,SGD,"card,netbanking,wallet",1,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_b3028337,htl_30f184fa,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,2125.00,SGD,"card,netbanking",1,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_ce34f716,htl_ef749d59,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,No extra beds available.,1373.00,SGD,"upi,card,wallet,netbanking",0,1,,2026-08-18T10:00:00+05:30
hpo_e13254ac,htl_488b1796,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,"One extra bed per room, chargeable.",586.00,SGD,"wallet,card,netbanking,upi",0,1,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_11ab95a5,htl_a0afc350,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Pets are not permitted.,No extra beds available.,1983.00,THB,"upi,netbanking,wallet,card",1,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_7052d5e3,htl_c4166776,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,No extra beds available.,2092.00,THB,"upi,card,wallet",0,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_7360494e,htl_ca1c579e,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Pets are not permitted.,No extra beds available.,1250.00,THB,"upi,card",0,0,,2026-08-18T10:00:00+05:30
hpo_91feafe0,htl_14e2ae81,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,,,"card,wallet,netbanking,upi",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_52e5494d,htl_64d03366,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,"Pet friendly throughout, including the restaurant terrace.",No extra beds available.,,,"netbanking,wallet",0,1,,2026-08-18T10:00:00+05:30
hpo_38316f3a,htl_5cf7dd7d,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,"Pet friendly throughout, including the restaurant terrace.",No extra beds available.,2251.00,MYR,"netbanking,upi,card,wallet",1,1,,2026-08-18T10:00:00+05:30
hpo_7b345a0f,htl_48e9885c,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.","One extra bed per room, chargeable.",474.00,MYR,"netbanking,card,upi,wallet",1,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_a949af3b,htl_f5d9d235,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.","One extra bed per room, chargeable.",,,"wallet,upi,netbanking,card",0,1,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_7bb8b324,htl_c05586df,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.","One extra bed per room, chargeable.",1025.00,MYR,"card,netbanking,wallet",0,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_ddd12fee,htl_628ee540,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.",No extra beds available.,2436.00,MYR,"card,netbanking",0,0,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_391c0d24,htl_fe67eead,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,"Pet friendly throughout, including the restaurant terrace.",No extra beds available.,1259.00,IDR,"wallet,card,netbanking,upi",0,0,,2026-08-18T10:00:00+05:30
hpo_1f38ecd0,htl_1fc52e5d,Suitable for children over 8 only; the property has open stairwells and a plunge pool.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,No extra beds available.,1576.00,IDR,"wallet,upi,card,netbanking",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_8c9ef240,htl_30408181,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Pets are not permitted.,"One extra bed per room, chargeable.",1697.00,IDR,"netbanking,upi",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_6e559f5b,htl_15145914,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,No extra beds available.,665.00,IDR,"upi,card,netbanking",0,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_bbcd580b,htl_faf784c8,"Children of all ages welcome. One child under 5 free per room, cot on request.","Pet friendly throughout, including the restaurant terrace.",No extra beds available.,,,"upi,card,netbanking,wallet",1,0,Step-free entry from the car park; one accessible bathroom on the ground floor.,2026-08-18T10:00:00+05:30
hpo_52e9098d,htl_b7ca8001,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,,,"upi,netbanking",0,0,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_dae5be5b,htl_647a13b7,"Children of all ages welcome. One child under 5 free per room, cot on request.",Small pets under 10kg permitted in ground-floor rooms with prior notice.,Extra beds available in suites only.,490.00,JPY,"wallet,upi,card",1,1,,2026-08-18T10:00:00+05:30
hpo_242ffb0b,htl_5ea20ea8,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,"One extra bed per room, chargeable.",,,"netbanking,upi,wallet,card",0,0,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
hpo_6256d3d9,htl_92768774,"Children of all ages welcome. One child under 5 free per room, cot on request.",Pets are not permitted.,No extra beds available.,1661.00,JPY,"upi,wallet,netbanking",0,1,Two steps at the entrance and no lift — not suitable for wheelchair users.,2026-08-18T10:00:00+05:30
hpo_d38f3069,htl_6583da9d,Children under 6 stay free using existing bedding; 6-12 charged at 50% with breakfast.,Small pets under 10kg permitted in ground-floor rooms with prior notice.,No extra beds available.,1717.00,JPY,"card,upi,wallet,netbanking",0,0,Lift serves all floors; accessible bathroom in rooms 101 and 102.,2026-08-18T10:00:00+05:30
